customer_id,age,gender,income_numeric,tenure,sub_plan,contract,monthly_charge,auto_renewal,late_payment,failed_transaction,default
74,25,F,1,13,basic,monthly,456,0,0,0,1
75,50,F,2,12,standard,annual,396,0,1,1,1
76,47,M,1,5,basic,annual,496,1,0,1,1
77,35,M,1,4,premium,annual,343,1,0,0,1
78,30,F,1,6,premium,annual,196,1,1,0,1
79,55,F,1,2,standard,annual,476,1,1,1,1
80,32,F,1,4,premium,annual,136,1,0,1,1
81,48,F,1,8,premium,annual,315,1,0,1,1
82,31,M,1,6,standard,annual,75,1,1,1,1
83,51,F,2,6,basic,annual,267,0,0,0,1
84,59,F,3,6,standard,annual,481,1,0,1,1
85,54,M,2,14,standard,annual,137,0,0,0,0
86,29,F,2,9,basic,monthly,201,1,0,1,1
87,32,F,1,7,standard,annual,222,0,0,1,1
88,50,F,3,2,premium,annual,402,1,0,1,1
89,59,M,1,6,basic,annual,400,0,0,1,1
90,53,F,1,1,premium,annual,377,0,0,0,1
91,51,M,2,14,basic,annual,250,1,1,1,1
92,26,M,3,8,premium,monthly,196,1,1,1,1
93,57,M,3,8,standard,monthly,478,1,0,0,1
94,48,M,1,10,basic,monthly,301,0,1,0,1
95,47,F,1,14,premium,monthly,162,0,0,1,1
96,40,F,2,8,premium,annual,54,1,1,1,1
97,38,M,2,3,basic,annual,79,0,0,1,1
98,56,F,2,2,premium,monthly,68,0,1,1,1
99,39,F,1,9,premium,annual,432,1,1,0,1
100,58,M,1,6,standard,monthly,91,0,0,1,1
101,19,F,1,11,standard,monthly,405,1,0,0,1
102,34,M,3,9,premium,annual,229,0,0,1,1
103,34,F,1,8,standard,annual,313,1,1,0,1
104,36,M,2,8,premium,monthly,407,0,0,0,1
105,49,F,2,7,premium,monthly,281,1,1,1,1
106,30,M,3,5,premium,monthly,497,0,0,0,1
107,20,F,1,6,standard,monthly,326,0,1,1,1
108,53,F,2,5,premium,monthly,280,1,1,0,1
109,48,M,2,5,premium,monthly,350,0,1,0,1
110,22,F,3,2,premium,annual,424,0,1,1,1
111,47,M,2,9,basic,monthly,171,1,0,1,1
112,33,M,2,10,standard,annual,198,0,0,0,1
113,25,M,3,13,premium,annual,471,1,0,1,1
114,19,M,2,5,standard,annual,108,0,1,1,1
115,30,M,2,11,premium,monthly,162,0,1,0,1
116,50,M,1,12,premium,monthly,368,0,1,1,1
117,37,F,3,6,premium,annual,299,1,1,0,1
118,54,F,3,5,basic,monthly,166,0,1,1,1
119,39,F,3,6,basic,monthly,148,0,0,0,1
120,35,M,3,5,standard,monthly,320,1,1,0,1
121,54,M,3,2,standard,annual,111,0,1,1,1
122,51,F,2,9,premium,annual,462,0,1,0,1
123,59,F,1,11,basic,annual,211,0,1,0,1
124,32,F,3,11,standard,annual,329,0,0,1,1
125,34,F,3,10,standard,monthly,485,1,0,1,1
126,50,F,2,6,standard,monthly,444,1,0,1,1
127,36,F,3,12,standard,annual,313,1,1,1,1
128,43,M,3,6,premium,monthly,226,0,0,1,1
129,27,M,1,10,basic,monthly,420,1,0,0,1
130,27,M,1,3,basic,annual,327,0,0,0,1
131,36,F,2,8,standard,annual,459,0,0,1,1
132,29,M,1,10,standard,monthly,392,0,1,0,1
133,30,F,3,13,premium,monthly,434,1,0,0,1
134,27,F,2,10,premium,annual,191,0,1,1,0
135,37,F,2,13,basic,annual,392,1,1,1,1
136,32,M,2,9,basic,monthly,313,1,1,1,1
137,24,M,3,14,standard,monthly,188,0,0,1,1
138,46,F,2,14,standard,monthly,488,0,1,0,1
139,32,F,3,6,basic,annual,138,1,1,0,1
140,59,F,1,13,basic,monthly,338,0,0,1,1
141,42,M,1,12,premium,monthly,188,1,1,1,1
142,33,M,2,2,premium,monthly,277,1,0,0,1
143,39,F,1,5,premium,monthly,404,0,0,1,1
144,18,M,3,11,standard,annual,182,0,1,1,0
145,52,M,1,3,premium,annual,436,1,1,1,1
146,24,M,2,14,basic,monthly,450,1,1,1,1
147,31,F,2,5,premium,annual,482,1,1,0,1
148,56,M,3,1,premium,annual,491,1,0,1,1
149,38,F,2,2,standard,annual,439,0,0,0,1
150,34,M,3,9,basic,annual,236,1,1,0,1
151,28,F,2,1,basic,annual,84,1,0,1,1
152,55,M,3,4,premium,annual,230,0,1,1,1
153,50,F,1,5,premium,monthly,467,1,1,0,1
154,59,F,2,10,standard,annual,257,0,0,1,1
155,30,M,2,6,basic,annual,443,1,0,1,1
156,35,M,3,3,premium,monthly,333,1,0,1,1
157,59,M,3,5,basic,annual,86,1,1,1,1
158,34,F,1,7,basic,monthly,135,1,1,0,1
159,24,F,3,4,standard,annual,436,1,0,0,1
160,56,M,3,4,basic,monthly,71,1,0,0,1
161,20,F,2,4,premium,monthly,168,1,0,0,1
162,47,F,1,5,premium,annual,361,1,1,1,1
163,23,M,1,1,premium,monthly,372,1,0,1,1
164,50,M,3,3,basic,monthly,104,1,0,1,1
165,18,M,2,9,standard,annual,112,0,1,1,1
166,23,F,3,7,standard,annual,386,1,1,1,1
167,55,M,2,11,standard,annual,222,1,1,1,1
168,24,F,2,4,premium,monthly,220,1,0,1,1
169,43,M,1,11,premium,monthly,81,0,0,1,0
170,58,F,3,14,standard,annual,107,1,0,1,0
171,55,F,1,6,premium,monthly,341,1,1,1,1
172,46,F,1,5,standard,monthly,397,1,1,1,1
173,52,F,2,8,basic,annual,176,0,1,0,1
174,31,M,3,6,basic,annual,345,1,1,0,1
175,35,M,2,8,basic,annual,201,0,0,0,1
176,21,F,1,13,basic,annual,120,0,1,1,1
177,31,F,2,9,standard,annual,406,0,0,0,1
178,54,M,3,8,basic,monthly,367,0,0,1,1
179,34,M,3,6,standard,monthly,378,0,0,0,1
180,51,M,3,11,premium,annual,218,0,1,1,1
181,58,F,3,1,basic,annual,452,0,0,1,1
182,57,M,1,2,premium,monthly,326,1,1,1,1
183,31,F,2,11,standard,monthly,105,1,0,0,0
184,27,F,1,5,premium,annual,50,0,0,0,1
185,33,M,2,3,basic,monthly,426,1,1,1,1
186,47,M,1,8,premium,annual,499,1,0,1,1
187,56,M,2,12,premium,annual,178,1,0,1,1
188,34,M,3,3,basic,monthly,345,0,0,0,1
189,28,F,2,8,standard,annual,106,1,1,1,1
190,29,M,3,2,basic,monthly,478,1,0,0,1
191,54,M,1,12,standard,monthly,196,1,1,1,1
192,28,M,2,7,basic,annual,186,1,0,1,1
193,54,F,2,13,basic,annual,302,1,0,1,1
194,26,M,2,12,premium,monthly,182,0,0,0,1
195,42,M,1,6,premium,monthly,447,1,0,0,1
196,41,F,2,7,basic,annual,346,1,0,0,1
197,41,F,2,3,basic,monthly,335,0,1,0,1
198,31,M,2,12,standard,annual,180,0,1,1,1
199,42,M,1,12,basic,annual,234,1,1,1,1
200,30,F,3,7,standard,monthly,343,0,0,0,1
201,55,F,3,4,premium,annual,61,1,1,0,1
202,36,M,3,11,basic,annual,403,0,1,0,1
203,46,M,1,5,premium,annual,334,0,0,1,1
204,28,M,3,2,standard,monthly,195,1,0,0,1
205,51,F,3,12,standard,monthly,407,1,0,0,1
206,23,M,1,5,premium,annual,327,1,1,1,1
207,20,F,3,11,premium,monthly,475,0,0,1,1
208,40,M,3,10,standard,annual,396,1,0,1,1
209,52,M,3,10,premium,annual,66,1,1,1,0
210,52,F,2,11,basic,monthly,100,0,0,1,1
211,25,M,3,5,standard,monthly,185,1,1,0,1
212,51,M,3,7,standard,monthly,221,0,0,0,1
213,50,M,3,10,premium,annual,406,1,1,0,1
214,21,F,2,3,basic,monthly,89,0,0,0,1
215,21,M,2,12,premium,monthly,238,0,1,1,1
216,32,M,3,8,standard,annual,489,1,1,1,1
217,34,M,1,9,standard,annual,376,0,0,1,1
218,30,F,3,1,basic,monthly,402,1,0,0,1
219,46,F,1,1,standard,monthly,177,1,0,1,1
220,22,F,1,11,basic,annual,287,1,1,0,1
221,43,M,3,14,standard,monthly,133,1,0,1,0
222,35,F,3,1,premium,monthly,175,0,0,0,1
223,27,F,2,14,standard,annual,370,1,1,0,1
224,44,F,1,1,premium,annual,55,1,0,0,1
225,22,F,3,5,basic,monthly,175,0,1,0,0
226,42,F,1,12,premium,monthly,156,0,0,0,1
227,59,F,3,11,basic,annual,341,0,0,1,1
228,28,F,1,14,standard,annual,262,0,1,0,1
229,33,F,1,9,premium,annual,380,0,1,0,1
230,35,F,1,12,basic,monthly,231,1,1,1,1
231,42,F,3,1,basic,annual,266,0,1,1,1
232,30,F,1,5,premium,annual,358,0,0,1,1
233,39,M,1,2,standard,monthly,329,0,0,1,1
234,18,F,3,7,standard,monthly,200,1,1,1,1
235,25,M,1,8,premium,annual,384,0,1,0,1
236,45,M,2,1,standard,annual,295,0,0,1,1
237,30,M,1,5,standard,annual,401,0,0,1,1
238,32,F,3,4,premium,monthly,213,1,1,0,1
239,26,F,3,8,standard,annual,403,1,1,1,1
240,57,F,3,6,premium,monthly,223,0,1,1,1
241,37,F,3,6,premium,annual,52,0,0,0,1
242,26,M,2,8,standard,monthly,359,0,1,0,0
243,32,M,3,8,premium,monthly,459,0,0,1,1
244,58,M,2,12,basic,annual,382,0,0,0,1
245,31,M,2,7,standard,annual,277,1,1,0,1
246,52,F,3,7,basic,monthly,267,0,1,1,1
247,46,F,1,3,basic,monthly,485,0,0,0,1
248,57,F,1,14,premium,annual,190,0,0,1,0
249,42,F,2,4,standard,monthly,82,1,0,1,1
250,53,F,3,6,standard,monthly,221,1,0,1,1
251,31,F,2,10,basic,annual,107,0,1,0,1
252,47,M,1,4,standard,monthly,52,1,0,0,1
253,26,M,1,12,standard,monthly,199,1,0,0,1
254,53,F,3,4,standard,monthly,475,0,1,1,1
255,30,M,1,7,standard,annual,398,1,1,1,1
256,38,F,1,9,standard,monthly,87,1,0,1,1
257,55,F,2,6,basic,annual,62,1,1,1,1
258,53,M,3,8,standard,monthly,177,0,0,0,1
259,47,F,2,4,premium,annual,297,0,0,0,1
260,58,M,3,14,premium,monthly,76,0,0,1,0
261,44,M,3,12,basic,monthly,389,1,0,1,0
262,49,F,2,8,basic,annual,237,1,0,0,1
263,43,M,2,12,standard,monthly,62,1,0,1,1
264,38,M,2,9,premium,monthly,161,1,1,0,1
265,27,F,1,11,standard,annual,389,1,0,1,1
266,34,F,1,1,premium,monthly,210,1,1,0,1
267,29,M,1,1,basic,annual,263,1,0,1,1
268,32,F,2,5,basic,annual,349,0,0,1,1
269,30,M,3,3,premium,annual,487,0,0,1,1
270,33,F,1,5,basic,monthly,76,0,1,0,1
271,21,M,1,13,basic,annual,469,0,0,0,1
272,23,F,3,11,basic,monthly,119,0,1,1,1
273,30,F,3,8,standard,annual,287,0,0,0,0
274,39,M,2,13,premium,annual,428,1,1,1,1
275,20,F,2,8,premium,monthly,290,1,0,0,1
276,19,M,3,1,basic,annual,128,0,1,0,1
277,20,M,3,9,standard,monthly,188,1,0,1,1
278,42,M,3,7,premium,monthly,304,0,1,0,1
279,48,F,1,8,standard,annual,245,1,0,1,1
280,49,M,3,10,basic,monthly,448,0,0,1,1
281,26,M,3,2,standard,monthly,109,1,1,0,1
282,46,F,3,4,basic,annual,331,1,0,0,1
283,53,F,1,3,premium,monthly,306,1,0,0,1
284,35,F,3,1,premium,annual,233,0,1,1,1
285,19,M,3,4,standard,monthly,253,1,0,0,1
286,52,F,3,5,basic,monthly,306,1,0,1,1
287,37,M,2,4,premium,monthly,312,1,0,0,1
288,39,M,2,7,standard,monthly,396,0,0,1,1
289,59,F,2,11,basic,monthly,99,0,0,1,0
290,30,M,3,8,premium,annual,466,1,1,1,1
291,18,F,1,12,premium,monthly,496,1,0,0,1
292,46,M,1,4,premium,monthly,343,0,0,1,1
293,26,M,2,8,standard,monthly,118,1,1,1,1
294,39,M,3,10,standard,monthly,290,1,0,0,1
295,52,F,2,9,premium,monthly,284,0,0,1,1
296,41,F,2,14,standard,annual,167,1,0,1,0
297,40,F,1,10,standard,monthly,395,1,0,0,1
298,33,M,2,13,standard,annual,384,0,0,0,0
299,55,F,3,9,premium,monthly,236,1,1,1,1
300,55,F,1,6,premium,monthly,469,1,1,1,1
301,25,M,1,2,basic,annual,102,1,1,1,1
302,36,M,1,3,premium,monthly,483,0,1,0,1
303,52,M,2,4,basic,annual,489,1,0,0,1
304,53,F,3,2,standard,monthly,209,0,1,1,1
305,24,F,3,2,premium,annual,317,1,1,0,1
306,54,F,3,5,premium,annual,239,1,1,1,1
307,59,M,1,3,basic,monthly,287,1,1,0,1
308,38,F,2,10,premium,monthly,482,0,1,1,1
309,57,F,2,11,basic,monthly,458,0,0,1,1
310,42,M,1,2,basic,monthly,369,1,0,1,1
311,20,F,1,12,standard,annual,96,1,0,1,1
312,23,F,1,7,standard,annual,201,0,0,1,1
313,37,F,3,1,premium,monthly,80,0,0,1,1
314,50,M,2,1,premium,annual,231,1,0,0,1
315,21,F,3,6,premium,monthly,136,1,0,1,1
316,40,F,2,11,standard,monthly,489,1,1,0,0
317,23,F,3,13,standard,monthly,123,0,0,1,0
318,51,F,2,5,premium,annual,469,1,0,0,1
319,45,F,1,14,standard,annual,113,1,1,0,1
320,42,M,3,14,premium,monthly,111,1,1,0,0
321,34,F,1,6,basic,annual,172,0,1,1,1
322,45,F,1,1,premium,annual,102,0,1,0,1
323,32,F,3,4,standard,monthly,273,1,1,1,1
324,43,M,3,13,standard,annual,308,1,1,0,1
325,49,F,3,4,premium,annual,366,1,1,1,1
326,41,F,2,10,premium,monthly,451,0,1,0,1
327,59,F,1,4,standard,annual,58,1,1,1,1
328,30,M,3,3,standard,monthly,122,0,0,0,1
329,22,F,2,4,premium,monthly,56,1,1,0,1
330,46,F,2,7,standard,monthly,388,1,0,1,1
331,39,F,2,6,premium,monthly,228,0,1,1,1
332,56,M,2,13,standard,monthly,454,1,1,1,1
333,42,F,3,4,basic,annual,151,1,1,0,1
334,43,F,3,9,premium,annual,462,1,0,0,1
335,53,M,3,7,basic,annual,406,0,1,1,1
336,45,F,1,2,premium,annual,188,1,0,1,1
337,47,M,1,3,premium,annual,82,1,0,0,1
338,44,M,3,13,basic,monthly,79,1,0,1,1
339,39,F,1,5,standard,monthly,202,0,0,1,1
340,47,M,2,3,standard,annual,495,0,1,1,1
341,27,F,3,14,basic,monthly,404,1,0,1,1
342,48,M,3,2,basic,monthly,152,0,1,0,1
343,59,F,1,3,basic,annual,201,1,0,1,1
344,39,M,2,12,basic,annual,130,0,0,0,1
345,18,M,1,5,standard,annual,130,0,1,1,1
346,27,F,2,3,standard,monthly,451,1,0,1,1
347,39,F,1,8,premium,annual,462,0,1,1,1
348,28,M,2,14,basic,monthly,408,1,0,0,1
349,27,M,2,13,premium,monthly,252,0,1,1,1
350,18,M,1,9,premium,annual,299,0,1,1,1
351,34,F,1,6,standard,annual,125,1,0,1,1
352,29,M,2,1,basic,annual,423,0,1,0,1
353,57,F,3,14,standard,annual,105,0,1,1,0
354,35,F,2,12,premium,annual,182,0,1,1,1
355,42,F,2,3,basic,annual,181,0,1,1,1
356,55,F,2,8,standard,monthly,102,1,0,0,1
357,37,M,3,6,standard,monthly,252,1,0,1,1
358,30,F,2,3,premium,annual,146,1,1,1,1
359,28,M,3,2,standard,monthly,273,1,0,0,1
360,20,F,3,10,basic,monthly,281,0,1,1,1
361,23,M,2,14,premium,monthly,412,1,0,0,0
362,24,M,2,1,standard,monthly,350,0,1,0,1
363,47,F,3,13,premium,annual,244,1,0,1,0
364,56,M,2,7,basic,annual,488,1,1,0,1
365,32,F,1,13,premium,annual,51,0,1,0,1
366,53,M,1,14,premium,monthly,292,0,0,1,1
367,36,M,1,12,basic,monthly,438,0,0,0,1
368,44,M,3,7,basic,monthly,93,1,1,1,1
369,48,F,2,2,basic,annual,80,1,1,0,1
370,21,M,1,1,premium,annual,412,0,1,0,1
371,51,M,3,9,basic,annual,330,0,0,1,1
372,19,M,3,5,premium,monthly,357,0,0,0,1
373,50,F,3,9,premium,monthly,371,0,0,1,1
374,20,F,3,10,basic,monthly,452,0,0,1,1
375,57,M,3,1,basic,monthly,455,1,0,0,1
376,29,F,3,1,standard,annual,123,1,0,0,1
377,56,F,3,6,standard,annual,340,1,0,0,1
378,59,M,1,9,basic,annual,60,0,1,1,1
379,31,M,1,5,standard,annual,431,1,1,0,1
380,24,M,2,7,premium,monthly,51,1,0,1,1
381,29,F,2,5,premium,annual,187,1,0,0,1
382,28,F,1,8,standard,annual,241,1,1,0,1
383,53,F,1,14,standard,annual,474,0,0,1,1
384,52,M,3,1,basic,monthly,66,1,1,1,1
385,28,M,1,9,premium,annual,327,1,0,1,1
386,55,M,1,1,standard,monthly,296,1,1,1,1
387,25,F,3,2,standard,monthly,188,1,1,1,1
388,33,F,1,13,basic,monthly,317,1,0,1,1
389,21,M,1,4,standard,annual,190,1,1,1,1
390,26,M,2,10,standard,annual,369,0,0,0,1
391,58,M,2,12,premium,monthly,272,0,1,1,1
392,40,M,1,9,standard,annual,303,1,1,0,1
393,46,F,1,1,standard,annual,368,1,0,1,1
394,40,F,3,4,standard,annual,225,0,1,0,1
395,23,M,3,11,standard,monthly,252,0,0,1,1
396,42,F,3,7,standard,monthly,348,0,0,0,1
397,32,M,1,13,basic,monthly,456,1,0,1,1
398,58,F,1,3,basic,monthly,207,0,0,0,1
399,55,F,3,9,basic,monthly,469,1,0,0,1
400,39,M,3,9,basic,annual,298,1,1,1,1
401,29,M,3,9,basic,annual,173,1,1,1,1
402,42,M,2,14,basic,monthly,204,0,0,0,1
403,51,M,1,3,basic,annual,286,0,1,0,1
404,59,F,3,11,basic,annual,432,0,0,1,1
405,32,M,2,11,standard,monthly,233,1,0,1,1
406,22,M,1,10,basic,annual,189,0,1,1,1
407,47,F,2,12,standard,annual,62,1,1,1,1
408,23,M,2,6,premium,monthly,132,0,1,0,1
409,35,F,1,13,premium,monthly,150,1,1,1,1
410,58,M,2,7,standard,monthly,241,0,1,0,1
411,43,M,1,5,basic,annual,193,0,1,0,1
412,24,F,2,4,premium,monthly,322,0,1,0,1
413,44,M,3,8,basic,monthly,134,1,0,0,1
414,48,F,2,13,basic,monthly,141,0,1,0,0
415,36,F,2,6,premium,annual,342,1,0,1,1
416,31,M,3,2,standard,monthly,429,0,0,1,1
417,49,M,3,7,basic,monthly,351,0,0,0,1
418,39,F,2,1,premium,annual,301,1,1,0,1
419,53,M,1,2,basic,annual,467,0,0,1,1
420,44,F,3,1,premium,monthly,113,1,1,1,1
421,21,M,1,4,standard,monthly,385,0,1,1,1
422,44,F,2,1,basic,annual,101,1,1,0,1
423,27,F,3,3,premium,annual,194,1,1,0,1
424,58,F,2,7,standard,annual,117,1,1,1,1
425,20,M,2,12,standard,monthly,130,1,1,0,1
426,42,F,1,14,standard,monthly,106,1,0,1,1
427,29,F,1,3,standard,monthly,357,1,1,0,1
428,49,F,2,5,basic,monthly,357,0,0,0,1
429,21,M,2,5,standard,monthly,265,1,1,0,1
430,55,M,2,8,standard,annual,135,1,1,0,1
431,49,M,1,2,premium,annual,347,1,1,0,1
432,51,F,2,3,basic,monthly,177,0,1,0,1
433,24,M,3,14,basic,monthly,490,0,1,0,1
434,58,F,1,3,standard,monthly,98,0,1,0,1
435,46,F,3,6,standard,annual,338,0,0,1,1
436,50,M,2,3,basic,annual,59,1,0,0,1
437,25,F,2,3,basic,monthly,116,0,1,0,1
438,23,M,2,11,premium,monthly,104,0,0,1,1
439,19,F,2,12,premium,monthly,101,1,1,0,1
440,38,M,3,9,standard,annual,356,1,1,0,0
441,50,M,1,4,premium,annual,475,0,1,1,1
442,41,M,2,7,premium,annual,284,0,1,0,1
443,56,F,3,11,standard,monthly,390,0,1,0,0
444,22,F,3,14,standard,monthly,214,1,1,1,1
445,34,F,1,10,standard,annual,269,1,0,1,1
446,26,M,3,11,standard,monthly,120,0,0,1,1
447,26,M,2,12,premium,monthly,181,0,1,0,1
448,26,M,1,2,basic,monthly,221,0,0,0,1
449,48,M,3,12,premium,annual,72,0,1,1,1
450,55,F,1,5,basic,monthly,329,0,0,0,1
451,23,F,2,3,premium,annual,130,0,0,1,1
452,44,F,2,4,premium,monthly,245,1,1,0,1
453,56,F,2,11,basic,annual,51,1,1,0,1
454,50,M,1,7,premium,monthly,169,0,1,0,1
455,25,F,2,14,premium,monthly,409,0,1,1,1
456,34,F,2,7,basic,monthly,337,1,0,1,1
457,31,M,2,2,premium,monthly,100,0,1,0,1
458,33,F,3,9,premium,annual,360,1,1,1,1
459,43,M,2,8,standard,annual,376,0,0,1,1
460,42,M,3,6,standard,monthly,304,0,0,1,1
461,28,M,1,7,standard,annual,309,1,1,1,1
462,43,F,3,3,standard,monthly,297,1,1,1,1
463,44,F,2,11,premium,monthly,270,0,0,0,1
464,58,F,3,13,standard,monthly,303,0,1,0,1
465,58,M,1,9,basic,monthly,277,0,1,0,1
466,27,M,3,7,premium,annual,404,1,0,1,1
467,45,F,3,7,standard,annual,65,1,0,1,1
468,19,F,1,7,standard,annual,350,1,1,1,1
469,58,F,3,3,basic,annual,317,0,0,1,1
470,36,F,2,13,basic,annual,385,1,0,0,1
471,41,F,1,13,premium,annual,267,1,0,1,1
472,50,M,3,1,premium,annual,416,1,1,1,1
473,49,M,1,7,basic,monthly,363,0,0,0,1
474,44,M,2,13,standard,monthly,125,1,0,0,0
475,57,F,1,5,standard,annual,109,0,1,1,1
476,39,F,1,1,premium,annual,448,0,0,1,1
477,20,F,1,1,basic,monthly,249,1,1,0,1
478,27,F,3,10,premium,annual,173,0,0,0,0
479,51,M,1,13,premium,annual,491,1,0,1,1
480,49,F,3,11,premium,monthly,293,1,0,1,1
481,45,F,1,13,basic,annual,324,1,1,1,0
482,35,M,2,8,premium,annual,141,0,0,1,1
483,23,M,1,14,basic,monthly,420,0,1,1,1
484,56,F,3,5,standard,monthly,322,1,0,0,1
485,52,M,1,7,standard,annual,251,0,0,0,1
486,38,F,2,3,standard,annual,78,1,1,1,1
487,26,F,3,10,premium,annual,424,0,0,1,1
488,19,M,1,4,basic,monthly,323,1,1,1,1
489,37,F,1,1,standard,annual,81,0,0,1,1
490,27,M,3,10,premium,monthly,327,1,0,0,1
491,39,M,2,10,basic,monthly,63,0,0,0,1
492,18,M,3,9,premium,annual,434,0,0,0,1
493,50,M,2,8,basic,annual,103,0,0,0,1
494,33,F,2,8,premium,annual,372,1,0,0,1
495,46,M,3,2,premium,monthly,420,1,0,0,1
496,28,F,3,8,standard,monthly,398,0,0,0,1
497,54,M,1,14,standard,monthly,184,1,1,1,0
498,18,F,3,2,standard,monthly,179,0,1,1,1
499,51,M,1,11,standard,monthly,491,0,1,1,1
500,41,M,2,12,standard,annual,431,1,0,0,0
501,31,F,2,7,standard,annual,431,0,0,1,1
502,54,F,2,5,premium,annual,178,0,0,0,1
503,30,M,3,1,premium,annual,79,0,0,1,1
504,35,F,3,4,basic,monthly,241,0,0,1,1
505,34,M,3,4,basic,monthly,421,0,1,1,1
506,25,M,1,7,premium,annual,420,0,1,0,1
507,59,F,3,11,basic,annual,59,1,1,0,1
508,58,F,3,7,standard,annual,485,1,0,1,1
509,29,F,2,8,standard,annual,81,0,0,0,0
510,50,M,1,2,standard,monthly,256,1,0,0,1
511,35,F,1,10,premium,annual,310,1,0,0,1
512,33,F,2,5,basic,annual,90,0,0,0,1
513,45,F,1,2,premium,monthly,282,1,0,1,1
514,43,F,1,6,standard,annual,398,0,1,1,1
515,41,F,2,8,standard,annual,95,0,0,1,1
516,48,M,1,1,basic,monthly,305,1,0,0,1
517,21,M,1,5,premium,monthly,210,0,1,1,1
518,24,F,1,13,basic,annual,414,0,1,0,1
519,18,F,3,5,basic,annual,479,0,0,0,1
520,31,M,1,12,premium,annual,320,1,0,0,1
521,46,F,2,14,basic,annual,51,0,0,1,0
522,18,F,2,14,premium,monthly,409,0,0,0,0
523,40,F,1,10,basic,annual,104,1,0,0,1
524,44,M,3,7,premium,annual,458,1,1,0,1
