customer_id,age,gender,income_numeric,tenure,sub_plan,contract,monthly_charge,auto_renewal,late_payment,failed_transaction,default
1036,73,M,2,17,standard,annual,153,1,1,1,1
1037,48,F,2,19,basic,annual,83,1,0,0,1
1038,35,M,2,20,standard,annual,56,1,0,1,1
1039,60,F,3,29,premium,annual,79,1,0,0,1
1040,50,M,1,12,basic,annual,142,1,1,0,1
1041,31,F,1,1,standard,monthly,65,0,0,1,1
1042,67,M,3,12,premium,annual,187,1,0,0,1
1043,48,F,1,23,basic,monthly,203,1,1,1,1
1044,48,F,2,17,basic,annual,199,0,0,0,0
1045,37,F,1,16,standard,monthly,62,1,0,0,1
1046,61,F,1,1,standard,monthly,139,1,0,0,1
1047,60,M,1,7,basic,annual,173,1,1,0,0
1048,58,F,2,15,premium,annual,169,0,1,0,0
1049,42,M,2,22,standard,annual,89,0,1,1,1
1050,60,M,1,25,premium,monthly,136,0,0,0,0
1051,53,F,3,19,basic,monthly,134,1,1,0,0
1052,71,F,1,27,standard,monthly,133,0,0,1,0
1053,35,M,3,18,standard,annual,135,0,0,1,1
1054,49,M,1,25,basic,annual,204,1,0,1,1
1055,49,F,1,27,standard,monthly,73,0,0,0,1
1056,59,M,3,23,premium,annual,120,1,0,1,0
1057,42,M,1,15,premium,annual,124,1,0,1,1
1058,37,F,2,9,premium,monthly,70,0,1,0,1
1059,17,M,1,7,standard,monthly,55,1,1,0,1
1060,40,F,3,9,premium,monthly,158,1,0,1,1
1061,59,F,2,26,basic,annual,87,0,0,1,0
1062,34,M,3,19,standard,monthly,144,0,0,0,1
1063,58,M,3,25,basic,monthly,162,0,0,0,0
1064,40,F,3,13,premium,annual,150,0,1,1,1
1065,53,M,3,12,premium,annual,88,1,0,1,1
1066,59,M,3,10,standard,annual,93,0,0,0,1
1067,43,M,2,15,premium,annual,100,0,0,1,1
1068,55,F,2,17,standard,monthly,192,0,0,0,0
1069,32,M,2,8,basic,annual,64,1,0,0,1
1070,82,M,1,30,premium,annual,56,1,0,0,1
1071,48,M,2,15,premium,annual,149,0,1,1,1
1072,52,F,3,26,standard,annual,197,1,1,0,0
1073,30,M,1,8,standard,annual,111,0,1,0,0
1074,74,F,1,7,basic,monthly,173,1,0,0,0
1075,40,F,3,13,premium,monthly,108,0,1,0,1
1076,34,F,3,3,basic,monthly,99,0,0,0,1
1077,48,F,1,18,standard,annual,101,1,1,0,1
1078,32,M,2,5,premium,monthly,133,1,1,1,1
1079,57,M,2,11,premium,monthly,56,1,1,0,1
1080,57,M,2,12,premium,annual,161,1,0,0,1
1081,39,F,3,2,standard,annual,101,0,0,1,1
1082,30,M,3,11,basic,annual,179,0,0,1,1
1083,74,F,1,17,basic,monthly,155,0,0,0,1
1084,31,M,3,28,standard,annual,68,1,0,1,0
1085,49,M,1,12,standard,annual,197,1,1,0,1
1086,46,M,1,21,premium,annual,109,0,0,1,1
1087,55,M,1,31,standard,monthly,169,1,1,0,0
1088,70,F,3,24,standard,annual,103,0,1,0,1
1089,70,M,3,27,basic,monthly,50,0,1,0,1
1090,38,F,1,15,basic,annual,133,0,1,1,1
1091,34,M,1,17,standard,monthly,52,0,0,0,1
1092,67,F,1,25,premium,annual,55,0,0,1,0
1093,59,F,2,18,premium,monthly,152,0,0,0,1
1094,59,F,3,20,premium,monthly,147,0,1,0,0
1095,69,F,1,19,premium,annual,126,0,0,1,1
1096,32,M,3,2,basic,monthly,67,1,1,1,1
1097,79,F,2,27,standard,monthly,77,1,1,0,0
1098,64,F,2,20,premium,monthly,65,1,0,1,1
1099,51,F,3,16,basic,monthly,189,0,0,1,0
1100,50,F,2,9,basic,annual,103,1,0,0,1
1101,53,M,3,30,premium,annual,95,0,0,0,1
1102,73,F,3,27,premium,annual,101,1,0,1,1
1103,50,F,2,6,standard,annual,102,1,1,1,1
1104,64,M,3,15,premium,monthly,183,1,0,0,1
1105,39,M,3,18,premium,monthly,114,1,1,0,1
1106,39,F,3,7,basic,annual,142,1,1,1,0
1107,52,F,2,22,standard,monthly,180,0,1,0,0
1108,57,F,1,21,premium,monthly,123,0,0,1,1
1109,56,F,1,24,basic,annual,178,0,1,0,1
1110,30,F,3,6,basic,annual,109,0,1,1,1
1111,20,M,1,17,basic,annual,122,1,0,1,0
1112,53,F,2,10,premium,monthly,116,1,1,1,1
1113,49,M,2,15,premium,annual,75,0,1,1,1
1114,24,F,1,6,standard,monthly,128,0,1,0,1
1115,53,M,1,23,premium,annual,175,1,0,1,1
1116,42,F,2,21,basic,annual,137,0,0,0,0
1117,23,M,2,14,premium,annual,162,0,1,1,1
1118,22,F,1,6,standard,annual,176,1,0,1,1
1119,39,F,3,8,standard,monthly,160,0,1,1,0
1120,58,M,3,21,premium,annual,192,1,0,0,1
1121,59,M,1,7,standard,annual,161,1,0,0,1
1122,62,M,2,15,basic,annual,96,1,1,0,1
1123,44,M,3,8,standard,annual,171,0,0,0,1
1124,40,M,3,13,basic,monthly,167,1,0,0,0
1125,63,M,3,2,standard,annual,58,0,0,0,0
1126,52,M,1,17,basic,monthly,206,1,1,1,1
1127,78,M,2,24,basic,annual,89,1,1,0,1
1128,44,F,2,16,basic,annual,124,1,1,0,1
1129,36,F,3,26,basic,annual,106,0,1,0,0
1130,50,M,1,19,standard,annual,101,0,1,1,0
1131,47,F,2,25,premium,monthly,131,1,0,1,1
1132,53,F,3,17,standard,monthly,137,0,0,0,0
1133,43,F,3,20,standard,monthly,52,0,1,0,1
1134,42,M,3,3,standard,annual,140,0,0,1,1
1135,35,F,1,7,standard,monthly,107,0,0,1,0
1136,44,F,1,8,basic,monthly,161,1,0,1,0
1137,36,F,2,-1,standard,annual,73,1,1,1,1
1138,37,F,3,10,basic,monthly,179,0,0,1,0
1139,43,M,2,23,premium,monthly,181,1,0,0,0
1140,72,M,1,13,premium,annual,137,1,0,1,1
1141,39,M,2,10,standard,annual,78,1,0,0,1
1142,32,M,3,15,basic,annual,159,0,0,1,1
1143,66,M,2,26,premium,monthly,66,0,0,0,1
1144,33,M,1,6,basic,monthly,180,0,1,0,1
1145,73,F,2,9,basic,monthly,56,0,1,1,0
1146,59,M,3,18,premium,monthly,74,0,1,1,1
1147,37,M,2,31,basic,annual,186,0,1,0,0
1148,47,F,2,17,standard,monthly,64,0,0,0,0
1149,24,F,2,20,standard,annual,58,1,0,1,0
1150,64,F,2,3,standard,monthly,179,0,0,1,1
1151,37,M,3,10,premium,monthly,80,0,1,1,1
1152,44,M,1,28,premium,annual,173,1,1,0,0
1153,66,F,1,21,standard,monthly,92,0,0,0,1
1154,58,F,2,22,basic,monthly,49,0,1,1,0
1155,34,F,1,7,basic,monthly,89,0,1,0,1
1156,47,F,2,15,premium,annual,109,1,1,1,1
1157,71,M,3,10,standard,monthly,52,1,0,0,0
1158,59,M,3,21,standard,monthly,97,0,1,0,0
1159,68,M,2,26,standard,annual,86,1,0,1,1
1160,73,F,2,22,standard,annual,195,1,1,0,0
1161,50,M,1,9,standard,annual,102,0,1,0,1
1162,52,F,3,22,basic,monthly,108,1,0,1,1
1163,64,M,2,26,standard,annual,91,1,1,0,0
1164,36,M,2,24,basic,annual,149,1,0,0,0
1165,33,F,3,16,basic,annual,100,0,0,1,0
1166,62,M,1,13,premium,annual,62,0,1,1,1
1167,25,M,1,2,standard,annual,159,1,0,1,1
1168,51,M,3,27,basic,annual,123,1,0,1,0
1169,40,F,3,18,premium,monthly,186,1,0,0,1
1170,49,M,3,16,basic,annual,108,1,0,0,1
1171,17,F,1,23,standard,annual,177,1,1,0,0
1172,32,F,1,16,basic,monthly,199,1,1,1,1
1173,56,F,1,30,premium,monthly,187,0,1,1,1
1174,29,F,3,21,basic,monthly,55,1,1,0,1
1175,60,F,3,3,standard,annual,169,1,1,1,1
1176,79,M,1,7,standard,monthly,52,1,1,1,0
1177,75,F,1,26,basic,monthly,98,0,0,1,0
1178,50,M,2,16,basic,annual,54,0,0,1,1
1179,54,M,1,17,basic,monthly,196,1,1,1,1
1180,39,F,1,13,premium,monthly,173,0,0,1,0
1181,36,F,3,7,standard,monthly,152,1,0,1,1
1182,41,M,2,5,standard,monthly,99,1,1,0,1
1183,38,F,3,18,basic,annual,117,1,0,1,1
1184,72,M,2,19,standard,annual,190,1,1,0,0
1185,52,M,1,7,basic,monthly,77,0,1,0,1
1186,70,M,1,22,standard,annual,94,1,0,1,0
1187,73,M,2,13,premium,annual,173,0,1,0,1
1188,68,M,3,6,premium,annual,65,1,0,0,1
1189,52,M,1,26,premium,monthly,111,1,1,1,1
1190,27,F,2,5,premium,monthly,190,0,1,0,1
1191,42,F,3,13,basic,annual,65,1,0,0,0
1192,51,M,2,15,standard,monthly,170,1,1,0,1
1193,67,M,1,13,basic,monthly,148,1,1,0,0
1194,41,F,3,30,premium,monthly,128,1,0,1,1
1195,33,F,3,18,basic,annual,65,1,0,0,0
1196,32,M,1,10,premium,annual,153,1,0,0,1
1197,77,M,2,15,standard,monthly,176,1,1,0,1
1198,82,F,1,18,premium,annual,154,0,0,0,0
1199,74,F,2,11,standard,monthly,158,0,1,1,1
1200,27,M,2,8,standard,monthly,157,0,1,1,1
1201,74,M,1,11,standard,monthly,168,1,0,1,0
1202,30,F,2,18,premium,monthly,130,0,1,0,1
1203,56,F,1,22,basic,annual,158,1,1,1,1
1204,41,F,3,2,standard,monthly,131,1,1,0,1
1205,58,M,2,10,basic,annual,182,0,1,1,1
1206,46,M,1,14,basic,monthly,181,0,0,0,1
1207,58,M,3,8,basic,annual,144,1,1,1,1
1208,45,F,2,27,premium,annual,124,1,1,1,0
1209,68,M,2,13,premium,annual,113,0,0,1,1
1210,43,F,2,18,standard,annual,161,1,1,0,1
1211,58,F,2,10,standard,monthly,155,1,1,0,1
1212,30,F,3,32,premium,annual,150,0,1,0,1
1213,65,F,2,7,basic,monthly,160,1,1,0,1
1214,41,M,3,31,premium,monthly,155,0,1,1,0
1215,35,F,2,10,premium,monthly,69,1,0,1,0
1216,48,F,2,32,standard,monthly,115,0,0,0,0
1217,52,M,2,9,premium,annual,175,1,0,0,1
1218,50,F,3,1,premium,annual,152,1,0,0,1
1219,30,F,2,18,premium,monthly,77,0,0,0,1
1220,63,M,2,13,premium,monthly,185,1,0,0,0
1221,63,F,2,21,standard,annual,88,0,1,0,0
1222,30,M,2,17,premium,annual,74,1,0,1,1
1223,25,F,2,25,basic,monthly,136,1,1,0,1
1224,38,F,1,29,premium,annual,184,1,1,0,1
1225,36,F,3,21,standard,annual,138,1,0,0,1
1226,43,M,1,19,standard,monthly,115,1,0,1,1
1227,46,F,3,10,basic,annual,161,1,0,1,1
1228,28,F,1,24,standard,annual,127,1,1,0,1
1229,58,F,2,10,premium,monthly,86,0,0,0,1
1230,53,F,3,2,premium,monthly,99,0,1,1,1
1231,38,M,3,21,premium,annual,125,1,0,0,0
1232,47,M,1,26,standard,annual,129,1,1,1,1
1233,44,M,1,15,basic,annual,54,0,1,0,0
1234,43,M,1,14,premium,annual,73,0,0,0,1
1235,66,F,2,9,standard,monthly,128,1,0,0,1
1236,29,M,1,25,basic,annual,165,0,1,0,0
1237,52,M,3,26,premium,monthly,167,0,0,0,0
1238,45,M,3,13,standard,monthly,138,1,1,1,1
1239,43,F,2,13,premium,monthly,51,0,1,0,0
1240,32,M,1,30,standard,monthly,72,0,1,1,1
1241,50,M,2,7,premium,monthly,102,0,1,1,1
1242,23,F,1,28,standard,monthly,74,0,0,0,1
1243,40,M,1,22,basic,annual,188,1,1,1,0
1244,46,M,3,27,standard,monthly,53,0,0,0,1
1245,36,M,3,14,premium,annual,159,1,0,0,1
1246,39,M,2,14,basic,monthly,126,0,1,1,0
1247,34,M,2,10,basic,annual,117,1,1,0,1
1248,66,M,2,19,standard,monthly,117,0,1,1,1
1249,39,M,2,20,basic,monthly,191,1,0,1,1
1250,31,F,3,10,premium,monthly,201,1,1,1,1
1251,38,F,3,26,basic,monthly,117,0,0,0,1
1252,67,M,1,13,basic,annual,77,1,0,1,0
1253,43,F,2,28,premium,monthly,136,1,0,0,1
1254,68,M,1,24,premium,annual,99,1,0,0,1
1255,63,F,3,16,standard,annual,77,0,1,1,1
1256,74,M,1,22,standard,monthly,170,0,1,1,1
1257,53,F,1,23,premium,monthly,86,0,0,0,1
1258,62,M,2,27,standard,annual,118,1,0,1,1
1259,65,F,1,15,standard,annual,102,0,1,0,1
1260,30,F,3,18,basic,annual,160,0,0,1,0
1261,65,F,3,12,basic,monthly,116,0,0,1,0
1262,43,M,3,19,standard,monthly,116,0,0,0,0
1263,63,F,1,21,standard,monthly,2546,1,1,0,0
1264,44,F,1,16,basic,annual,167,0,0,0,1
1265,58,M,1,16,premium,monthly,127,1,1,0,1
1266,71,M,1,28,premium,monthly,194,1,0,0,0
1267,72,F,2,26,premium,monthly,82,1,0,1,0
1268,59,M,2,19,standard,monthly,159,1,0,0,1
1269,51,M,1,16,premium,annual,118,1,0,0,0
1270,73,F,1,6,premium,monthly,115,0,1,0,1
1271,66,M,3,4,basic,annual,159,0,1,0,1
1272,50,F,1,17,premium,monthly,156,1,1,0,1
1273,55,F,1,24,standard,annual,160,1,0,1,0
1274,47,F,1,14,basic,annual,82,0,0,1,1
1275,39,M,2,9,standard,monthly,92,1,1,1,1
1276,52,F,3,3,standard,monthly,126,1,0,0,1
1277,30,M,3,20,standard,annual,124,1,1,1,1
1278,32,M,2,13,premium,monthly,114,1,0,1,0
1279,50,F,1,8,premium,monthly,188,0,0,0,1
1280,46,F,3,24,premium,annual,117,0,0,0,1
1281,43,F,2,14,standard,annual,79,1,0,0,1
1282,21,M,2,12,premium,monthly,163,1,0,0,1
1283,34,M,2,23,standard,monthly,158,0,1,0,1
1284,38,F,1,21,premium,monthly,135,1,1,1,0
1285,42,F,3,19,standard,annual,63,1,1,1,0
1286,41,M,1,18,premium,annual,105,1,1,1,0
1287,24,F,1,19,basic,monthly,68,0,0,1,0
1288,52,F,2,31,premium,annual,178,1,0,1,1
1289,54,F,2,23,basic,monthly,147,1,0,0,1
1290,49,M,2,21,premium,annual,203,0,0,0,0
1291,40,M,3,27,standard,annual,148,0,0,1,0
1292,44,M,1,14,basic,monthly,177,0,0,1,0
1293,65,M,3,13,standard,annual,133,1,1,1,0
1294,65,M,1,13,standard,monthly,41,1,0,1,1
1295,48,F,2,22,standard,monthly,53,0,0,1,0
1296,83,M,3,21,premium,monthly,140,1,0,0,0
1297,26,F,3,20,standard,monthly,132,1,0,1,0
1298,51,F,3,23,standard,monthly,83,1,1,0,0
1299,56,F,2,23,premium,annual,122,0,0,0,1
1300,40,M,3,1,premium,monthly,189,1,0,0,1
1301,75,M,2,20,standard,monthly,182,0,1,0,0
1302,37,F,2,14,premium,annual,169,0,0,1,1
1303,23,F,2,11,basic,monthly,168,0,1,0,0
1304,58,F,2,22,premium,monthly,93,1,1,1,1
1305,24,M,3,20,basic,monthly,120,0,0,1,1
1306,56,F,1,15,basic,monthly,185,0,1,0,1
1307,70,M,2,5,standard,monthly,85,1,0,0,1
1308,53,M,1,27,premium,monthly,187,1,1,1,1
1309,46,M,1,28,basic,monthly,194,1,1,1,1
1310,32,F,2,19,standard,annual,170,0,0,1,1
1311,61,F,2,22,standard,monthly,185,1,1,0,1
1312,58,M,1,2,premium,monthly,184,1,1,0,1
1313,26,M,2,24,standard,monthly,130,0,1,0,0
1314,47,F,3,24,basic,monthly,66,0,0,0,0
1315,52,F,2,6,standard,monthly,106,1,0,0,1
1316,61,M,1,4,standard,monthly,65,1,1,0,0
1317,40,M,2,23,premium,monthly,202,0,1,1,0
1318,67,F,1,31,basic,annual,64,1,0,0,1
1319,60,M,3,10,premium,annual,166,1,1,1,1
1320,60,M,3,16,premium,annual,90,0,0,0,0
1321,47,M,1,25,premium,annual,141,0,0,1,0
1322,74,F,3,12,basic,annual,167,1,1,1,1
1323,55,F,2,15,basic,monthly,85,0,1,0,0
1324,27,F,1,13,standard,annual,103,0,1,1,0
1325,43,M,3,10,basic,annual,107,0,1,0,1
1326,50,M,3,32,standard,annual,118,0,0,0,0
1327,64,M,1,7,standard,annual,170,1,1,1,1
1328,36,F,3,18,premium,annual,178,0,1,1,1
1329,49,M,2,17,basic,annual,135,0,1,1,1
1330,40,M,1,19,basic,monthly,115,0,1,1,1
1331,68,F,3,15,standard,monthly,87,0,1,1,0
1332,55,M,3,13,basic,monthly,105,1,0,1,0
1333,44,F,2,1,basic,annual,64,1,1,0,1
1334,54,F,2,22,basic,annual,59,1,0,0,0
1335,43,M,2,10,premium,monthly,196,0,1,1,1
1336,50,F,1,27,standard,annual,50,0,1,1,0
1337,43,M,3,11,premium,annual,117,0,1,0,1
1338,58,F,2,1,basic,annual,130,1,1,1,1
1339,44,M,3,16,premium,monthly,184,1,0,1,1
1340,72,F,1,21,premium,monthly,116,0,1,0,1
1341,40,M,2,12,basic,annual,97,0,1,0,1
1342,23,F,2,15,premium,monthly,151,0,1,1,0
1343,58,M,2,6,basic,monthly,143,0,1,0,1
1344,46,M,2,22,premium,annual,62,0,0,1,0
1345,65,M,2,15,basic,annual,120,1,1,0,0
1346,58,F,1,12,premium,monthly,122,0,0,0,0
1347,56,M,3,16,basic,annual,91,1,0,1,0
1348,61,M,3,8,premium,annual,87,0,1,1,1
1349,64,M,3,23,basic,annual,143,0,1,1,1
1350,77,M,3,27,standard,annual,148,1,1,1,1
1351,69,M,1,23,premium,annual,93,0,1,1,0
1352,62,M,1,24,basic,monthly,45,0,0,0,1
1353,69,M,1,15,standard,monthly,134,0,0,0,1
1354,38,F,2,24,premium,monthly,142,0,1,1,1
1355,67,F,2,29,basic,annual,166,1,0,0,0
1356,40,F,1,9,basic,annual,159,0,0,0,0
1357,67,F,2,16,basic,annual,160,1,0,0,0
1358,77,M,2,13,basic,monthly,97,0,0,1,1
1359,54,M,1,22,basic,annual,75,1,1,0,1
1360,21,M,3,19,basic,monthly,79,1,1,1,0
1361,45,M,2,17,basic,annual,99,1,0,1,1
1362,59,F,2,3,basic,monthly,129,0,1,1,1
1363,34,M,1,22,premium,annual,195,0,0,1,0
1364,40,M,3,21,basic,monthly,187,1,0,1,1
1365,34,F,1,22,premium,annual,128,1,1,0,0
1366,54,F,3,29,standard,annual,114,1,1,1,0
1367,48,M,3,21,premium,annual,105,0,1,0,0
1368,62,F,2,8,basic,monthly,190,1,1,1,0
1369,39,M,1,15,standard,annual,162,1,0,0,1
1370,61,F,1,16,premium,monthly,138,1,1,0,0
1371,61,M,1,22,standard,monthly,170,0,1,1,1
1372,38,F,1,0,standard,monthly,115,0,1,1,1
1373,50,F,2,5,basic,annual,172,1,0,0,0
1374,40,F,2,24,premium,monthly,186,1,1,1,0
1375,22,F,2,9,premium,monthly,111,0,0,1,1
1376,72,M,2,8,basic,annual,160,1,1,0,1
1377,36,F,2,24,basic,monthly,64,0,0,1,0
1378,36,F,3,7,basic,monthly,136,0,0,1,1
1379,67,F,2,16,premium,annual,122,0,1,1,0
1380,82,M,1,24,premium,annual,103,0,1,1,0
1381,60,M,3,15,premium,monthly,165,1,0,1,1
1382,45,F,2,9,basic,annual,139,0,0,0,1
1383,51,M,2,32,basic,monthly,109,1,0,1,0
1384,54,M,1,10,premium,annual,180,1,0,0,1
1385,51,M,2,10,standard,monthly,112,0,0,1,1
1386,55,M,2,3,premium,monthly,143,1,0,1,1
1387,41,M,2,18,premium,annual,141,0,1,0,0
1388,73,M,3,16,premium,annual,162,1,1,0,1
1389,59,M,3,20,standard,monthly,174,1,0,0,1
1390,23,F,3,6,standard,annual,193,1,0,0,1
1391,72,F,2,5,basic,annual,181,0,1,0,0
1392,37,F,1,16,standard,monthly,156,1,0,0,1
1393,78,F,3,8,basic,annual,187,1,1,0,1
1394,31,M,2,16,premium,monthly,164,0,0,1,0
1395,58,F,3,12,basic,annual,102,1,1,0,1
1396,71,F,1,19,premium,annual,123,1,1,0,1
1397,42,F,3,2,basic,annual,59,1,0,0,1
1398,40,M,3,9,premium,monthly,102,1,1,1,0
1399,67,M,1,22,premium,monthly,111,0,1,1,0
1400,28,M,2,19,basic,annual,190,0,1,0,0
1401,38,M,1,20,basic,monthly,175,0,0,1,0
1402,59,M,3,8,standard,annual,177,1,0,1,1
1403,67,F,1,24,standard,monthly,198,1,0,1,1
1404,40,F,2,18,standard,monthly,107,1,1,0,1
1405,68,M,1,12,premium,monthly,96,1,0,0,1
1406,32,F,2,9,standard,monthly,56,1,0,1,0
1407,43,F,1,12,premium,annual,89,0,1,0,1
1408,38,F,1,9,basic,monthly,53,1,0,0,0
1409,47,F,3,17,standard,monthly,199,0,0,1,1
1410,72,F,2,27,standard,annual,87,0,0,0,0
1411,44,F,1,22,basic,monthly,71,1,1,1,0
1412,68,F,2,30,premium,annual,65,1,0,0,0
1413,61,F,1,7,standard,monthly,4626,1,0,1,1
1414,22,F,2,8,standard,monthly,183,0,0,0,0
1415,56,F,1,12,premium,annual,58,0,0,0,0
1416,47,M,3,6,basic,monthly,97,1,1,1,1
1417,60,F,3,12,basic,annual,188,1,1,1,1
1418,69,M,2,30,standard,monthly,117,1,0,1,1
1419,72,F,2,22,premium,monthly,55,1,1,1,0
1420,55,F,3,24,basic,monthly,155,1,1,0,0
1421,34,F,2,14,basic,annual,91,0,1,0,0
1422,60,F,3,28,premium,annual,94,0,1,1,0
1423,65,F,2,23,standard,monthly,139,0,0,1,1
1424,69,F,3,11,premium,annual,173,0,1,1,1
1425,52,F,2,22,premium,annual,67,1,0,1,1
1426,32,F,1,7,premium,monthly,59,1,0,0,1
1427,55,F,2,7,basic,monthly,75,0,0,0,0
1428,32,F,1,24,basic,monthly,185,1,0,0,0
1429,55,F,1,26,basic,monthly,186,1,1,1,0
1430,73,F,2,13,standard,annual,97,1,1,1,1
1431,41,F,2,8,premium,annual,106,0,1,0,1
1432,44,F,2,6,standard,annual,117,0,1,1,1
1433,48,M,1,13,basic,annual,195,0,1,1,0
1434,68,M,3,22,premium,monthly,137,1,1,0,1
1435,37,F,2,8,standard,monthly,61,1,1,1,1
1436,53,F,1,25,standard,monthly,164,0,0,0,0
1437,70,M,3,13,premium,annual,72,1,0,0,1
1438,41,F,3,14,premium,monthly,63,1,1,0,1
1439,66,F,2,16,premium,annual,79,0,0,0,0
1440,66,M,3,8,standard,annual,44,1,0,1,1
1441,28,F,1,19,premium,monthly,51,1,0,0,0
1442,42,M,1,22,basic,annual,4613,1,1,0,0
1443,34,M,2,24,premium,monthly,190,0,1,0,1
1444,69,F,1,14,standard,annual,54,1,0,1,1
1445,25,F,1,29,premium,monthly,137,1,1,1,1
1446,49,M,1,9,premium,monthly,54,0,1,1,1
1447,48,M,2,12,basic,annual,81,1,0,1,1
1448,58,M,2,22,basic,monthly,189,1,0,0,1
1449,23,M,3,17,standard,annual,61,0,1,0,0
1450,74,F,1,4,premium,monthly,195,0,0,0,1
1451,60,M,3,14,standard,monthly,123,1,0,1,1
1452,63,F,1,20,basic,annual,78,1,1,1,1
1453,34,M,1,19,standard,annual,147,1,1,1,0
1454,57,F,3,15,basic,monthly,84,1,0,1,1
1455,59,F,1,5,basic,annual,179,1,1,1,1
1456,50,M,3,11,standard,monthly,169,0,0,0,0
1457,42,F,3,17,premium,monthly,154,1,0,0,0
1458,36,M,3,8,premium,annual,81,1,1,1,1
1459,29,M,2,27,basic,annual,177,0,0,0,0
1460,36,F,2,16,premium,monthly,144,0,0,1,0
1461,58,M,1,33,premium,monthly,196,1,1,1,0
1462,47,M,2,6,premium,monthly,120,0,1,1,1
1463,65,F,1,7,premium,annual,180,1,0,0,1
1464,43,M,1,14,premium,annual,167,1,1,0,1
1465,40,F,2,23,standard,annual,61,1,0,1,0
1466,26,F,3,22,standard,annual,180,0,0,0,1
1467,35,F,1,17,basic,monthly,132,0,1,0,0
1468,29,F,2,19,standard,monthly,107,0,1,1,1
1469,49,M,3,24,basic,annual,121,0,1,1,1
1470,77,M,1,19,premium,monthly,121,1,0,1,0
1471,33,M,3,27,premium,annual,162,1,1,0,1
1472,42,F,3,20,standard,monthly,75,1,1,1,1
1473,77,F,3,18,premium,annual,161,0,0,1,1
1474,53,M,2,23,standard,monthly,173,0,1,1,1
1475,27,F,3,30,standard,annual,81,0,1,1,0
1476,51,M,1,19,standard,annual,160,0,0,1,0
1477,47,F,2,24,premium,monthly,120,1,1,1,0
1478,35,M,3,8,basic,annual,142,0,0,1,1
1479,53,F,3,5,basic,annual,99,0,0,1,1
1480,59,M,3,1,basic,annual,81,0,0,1,1
1481,58,F,3,24,premium,monthly,144,0,0,0,1
1482,43,M,1,11,standard,annual,54,1,0,0,1
1483,52,M,2,15,premium,monthly,1548,0,1,0,0
1484,47,F,1,20,standard,monthly,164,1,0,0,1
1485,57,M,3,22,standard,annual,103,0,0,0,1
1486,78,M,3,7,standard,monthly,107,0,0,0,1
1487,43,M,2,25,basic,monthly,75,1,1,1,0
1488,67,M,2,1,premium,annual,199,1,0,0,1
1489,17,F,3,17,basic,annual,152,0,0,0,1
1490,71,F,3,19,standard,annual,177,0,1,0,1
1491,49,M,3,20,standard,monthly,196,1,1,1,1
1492,49,M,1,6,premium,monthly,89,0,0,1,0
1493,54,F,3,11,standard,annual,108,0,0,1,0
1494,60,M,2,12,standard,annual,151,1,1,1,0
1495,46,F,3,13,premium,monthly,55,1,1,1,1
1496,67,F,1,23,basic,annual,139,1,0,1,0
1497,60,M,1,4,standard,annual,108,1,0,1,1
1498,39,M,1,9,premium,monthly,106,1,1,0,0
1499,27,F,3,12,standard,monthly,120,0,0,1,1
1500,58,F,2,15,standard,monthly,66,0,1,1,0
1501,47,F,1,8,standard,annual,157,0,0,1,0
1502,67,F,2,16,premium,monthly,184,1,0,1,1
1503,37,M,1,1,premium,annual,191,1,1,1,0
